(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		car3_body_LOD2 (749 verts)	-1	True	False	False	1	[car 3 _diffuse (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		Barrel_SLP (330 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		Barrel_SLP (330 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		sandbags (13) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (39) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		sandbags (36) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (43) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (30) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		sandbags (1) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (32) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		P_SatelliteDish_ConceptX (12739 verts)	-1	True	False	False	1	[M_SatelliteDish_ConceptX (UnityEngine.Material)] 	
		road_block_1 (1) (46 verts)	-1	True	False	False	1	[road_block1 (UnityEngine.Material)] 	
		car4_RightRearWheel (359 verts)	-1	True	False	False	1	[car 3 _diffuse (UnityEngine.Material)] 	
		sandbags (62) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		jeep_left_Rear_wheel (208 verts)	-1	True	False	False	1	[Jeep_tire_diffuse (UnityEngine.Material)] 	
		sandbags (20) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		sandbags (25) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		ware_house_window_frames5 (120 verts)	-1	True	False	False	1	[ware_house_window_frames_mat (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		Barrel_SLP (330 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		sandbags (19) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		ware_house_window_frames7 (120 verts)	-1	True	False	False	1	[ware_house_window_frames_mat (UnityEngine.Material)] 	
		Prop_Crate04 (7) (24 verts)	-1	True	False	False	1	[crate04 (UnityEngine.Material)] 	
		car3_body_LOD1 (2117 verts)	-1	True	False	False	1	[car 3 _diffuse (UnityEngine.Material)] 	
		Prop_Crate04 (18) (24 verts)	-1	True	False	False	1	[crate04 (UnityEngine.Material)] 	
		Prop_Crate04 (9) (24 verts)	-1	True	False	False	1	[crate04 (UnityEngine.Material)] 	
		sandbags (24) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		ware_house_door (48 verts)	-1	True	False	False	1	[ware_house_doors_mat (UnityEngine.Material)] 	
		container_1 (24 verts)	-1	True	False	False	1	[containers_diffuse (UnityEngine.Material)] 	
		sandbags (17) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		ladder_1 (1) (560 verts)	-1	True	False	False	1	[items_diffuse (UnityEngine.Material)] 	
		jeep_Right_Front_wheel (210 verts)	-1	True	False	False	1	[Jeep_tire_diffuse (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		sandbags (27) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_1 (1) (1112 verts)	-1	True	False	False	1	[Barrel_01 diffuse (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		sandbags (12) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (29) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		container_2 (10) (24 verts)	-1	True	False	False	1	[containers_diffuse (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		sandbags (5) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (45) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (26) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		ware_house_pillars1 (120 verts)	-1	True	False	False	1	[ware_house_pillars_mat (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		container_2 (1) (24 verts)	-1	True	False	False	1	[containers_diffuse (UnityEngine.Material)] 	
		sandbags (1) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_SLP (330 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		sandbags (29) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		jeep_left_Rear_wheel (208 verts)	-1	True	False	False	1	[Jeep_tire_diffuse (UnityEngine.Material)] 	
		sandbags (31) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Grill_entrance_LOD0 (1922 verts)	-1	True	False	False	1	[grill_entrance (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		sandbags (28) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		ware_house_window_frames6 (120 verts)	-1	True	False	False	1	[ware_house_window_frames_mat (UnityEngine.Material)] 	
		Bench (1) (1014 verts)	-1	True	False	False	1	[Bench_difusejpg (UnityEngine.Material)] 	
		sandbags (58) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (23) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (24) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		container_2 (3) (24 verts)	-1	True	False	False	1	[containers_diffuse (UnityEngine.Material)] 	
		Barrel_1 (12) (1112 verts)	-1	True	False	False	1	[Barrel_01 diffuse (UnityEngine.Material)] 	
		Barrel_SLP (330 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		car3_body_LOD0 (3713 verts)	-1	True	False	False	1	[car 3 _diffuse (UnityEngine.Material)] 	
		car3_LeftFrontWheel (357 verts)	-1	True	False	False	1	[car 3 _diffuse (UnityEngine.Material)] 	
		sandbags (57) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (14) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Prop_Crate00 (220 verts)	-1	True	False	False	1	[crate00 (UnityEngine.Material)] 	
		sandbags (41) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		ware_house_beams1 (192 verts)	-1	True	False	False	1	[ware_house_beams (UnityEngine.Material)] 	
		Prop_Crate04 (3) (24 verts)	-1	True	False	False	1	[crate04 (UnityEngine.Material)] 	
		Barrel_SLP (330 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		sandbags (1) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (16) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		container_2 (2) (24 verts)	-1	True	False	False	1	[containers_diffuse (UnityEngine.Material)] 	
		sandbags (37) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		sandbags (55) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (8) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		jeep_left_Front_wheel (206 verts)	-1	True	False	False	1	[Jeep_tire_diffuse (UnityEngine.Material)] 	
		Barrel_SLP (330 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		Barrel_SLP (330 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		Prop_Crate04 (4) (24 verts)	-1	True	False	False	1	[crate04 (UnityEngine.Material)] 	
		sandbags (30) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Prop_Crate00 (1) (220 verts)	-1	True	False	False	1	[crate00 (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		Barrel_SLP (330 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		sandbags (16) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (3) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (25) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (52) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (19) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_1 (6) (1112 verts)	-1	True	False	False	1	[Barrel_01 diffuse (UnityEngine.Material)] 	
		ware_house_beams1 (192 verts)	-1	True	False	False	1	[ware_house_beams (UnityEngine.Material)] 	
		Prop_Crate04 (1) (24 verts)	-1	True	False	False	1	[crate04 (UnityEngine.Material)] 	
		Barrel_SLP (330 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		container_2 (4) (24 verts)	-1	True	False	False	1	[containers_diffuse (UnityEngine.Material)] 	
		jeep_right_rear_wheel (205 verts)	-1	True	False	False	1	[Jeep_tire_diffuse (UnityEngine.Material)] 	
		sandbags (17) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (22) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Prop_Crate04 (5) (24 verts)	-1	True	False	False	1	[crate04 (UnityEngine.Material)] 	
		Barrel_SLP (330 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		sandbags (2) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		container_2 (5) (24 verts)	-1	True	False	False	1	[containers_diffuse (UnityEngine.Material)] 	
		sandbags (38) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_1 (9) (1112 verts)	-1	True	False	False	1	[Barrel_01 diffuse (UnityEngine.Material)] 	
		sandbags (20) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		ware_house_window_frames7 (120 verts)	-1	True	False	False	1	[ware_house_window_frames_mat (UnityEngine.Material)] 	
		sandbags (5) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (36) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		car3_body_LOD2 (749 verts)	-1	True	False	False	1	[car 3 _diffuse (UnityEngine.Material)] 	
		Barrel_SLP (330 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		sandbags (32) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Grill_entrance_LOD1 (1296 verts)	-1	True	False	False	1	[grill_entrance (UnityEngine.Material)] 	
		sandbags (15) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (9) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (4) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		sandbags (13) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_SLP (330 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		Barrel_1 (14) (1112 verts)	-1	True	False	False	1	[Barrel_01 diffuse (UnityEngine.Material)] 	
		sandbags (49) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (11) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Prop_Crate04 (12) (24 verts)	-1	True	False	False	1	[crate04 (UnityEngine.Material)] 	
		sandbags (2) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		container_2 (11) (24 verts)	-1	True	False	False	1	[containers_diffuse (UnityEngine.Material)] 	
		Barrel_1 (4) (1112 verts)	-1	True	False	False	1	[Barrel_01 diffuse (UnityEngine.Material)] 	
		sandbags (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		Barrel_SLP (330 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		sandbags (47) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_HP (1051 verts)	-1	True	False	False	1	[Barrel_Dirt1Paint_Green (UnityEngine.Material)] 	
		sandbags (35) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		car3_body_LOD1 (2117 verts)	-1	True	False	False	1	[car 3 _diffuse (UnityEngine.Material)] 	
		sandbags (34) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		ware_house_window_frames5 (120 verts)	-1	True	False	False	1	[ware_house_window_frames_mat (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		sandbags (18) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (46) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Prop_Crate04 (11) (24 verts)	-1	True	False	False	1	[crate04 (UnityEngine.Material)] 	
		sandbags (29) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (23) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (8) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		ware_house_roof (288 verts)	-1	True	False	False	1	[ware_house_roof1_mat (UnityEngine.Material)] 	
		sandbags (46) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (53) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		Barrel_LP (522 verts)	-1	True	False	False	1	[Barrel_Clean1Metal_Metal2 (UnityEngine.Material)] 	
		sandbags (31) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (3) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
		sandbags (40) (952 verts)	-1	True	False	False	1	[sandbag_01 (UnityEngine.Material)] 	
	Standard (Specular setup) (30462 verts): 
		chainlink_group-1_LOD0 (2446 verts)	-1	True	False	False	1	[metal_fence-1 (UnityEngine.Material)] 	
		chainlink_group-1_LOD1 (493 verts)	-1	True	False	False	1	[metal_fence-1 (UnityEngine.Material)] 	
		chainlink_group-1_LOD1 (493 verts)	-1	True	False	False	1	[metal_fence-1 (UnityEngine.Material)] 	
		Container (2) (2898 verts)	-1	True	False	False	1	[container-Material_001__AO1_tga (UnityEngine.Material)] 	
		chainlink_group-1_LOD1 (493 verts)	-1	True	False	False	1	[metal_fence-1 (UnityEngine.Material)] 	
		jeep_body (2749 verts)	-1	True	False	False	1	[Jeep_diffuse (UnityEngine.Material)] 	
		chainlink_group-1_LOD0 (1) (2446 verts)	-1	True	False	False	1	[metal_fence-1 (UnityEngine.Material)] 	
		chainlink_barbedwire-3_LOD0 (806 verts)	-1	True	False	False	1	[metal_fence-1 (UnityEngine.Material)] 	
		jeep_body (2749 verts)	-1	True	False	False	1	[Jeep_diffuse (UnityEngine.Material)] 	
		jeep_body (2749 verts)	-1	True	False	False	1	[Jeep_diffuse (UnityEngine.Material)] 	
		chainlink_barbedwire-3_LOD1 (323 verts)	-1	True	False	False	1	[metal_fence-1 (UnityEngine.Material)] 	
		chainlink_group-1_LOD0 (2446 verts)	-1	True	False	False	1	[metal_fence-1 (UnityEngine.Material)] 	
		Container (2898 verts)	-1	True	False	False	1	[container-Material_001__AO1_tga (UnityEngine.Material)] 	
		Container (1) (2898 verts)	-1	True	False	False	1	[container-Material_001__AO1_tga (UnityEngine.Material)] 	
		chainlink_barbedwire-3_LOD1 (323 verts)	-1	True	False	False	1	[metal_fence-1 (UnityEngine.Material)] 	
		chainlink_group-1_LOD0 (2446 verts)	-1	True	False	False	1	[metal_fence-1 (UnityEngine.Material)] 	
		chainlink_barbedwire-3_LOD0 (806 verts)	-1	True	False	False	1	[metal_fence-1 (UnityEngine.Material)] 	
